disease_id,disease_name,gene_id,gene_name,,
ds:H00025,Penile cancer,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00025,Penile cancer,hsa:4313,"MMP2, CLG4, CLG4A, MMP-II, MONA, TBE-1; matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) (EC:3.4.24.24); K01398 matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]",,
ds:H00025,Penile cancer,hsa:4318,"MMP9, CLG4B, GELB, MANDP2, MMP-9; matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) (EC:3.4.24.35); K01403 matrix metalloproteinase-9 (gelatinase B) [EC:3.4.24.35]",,
ds:H00025,Penile cancer,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00025,Penile cancer,hsa:5743,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",,
ds:H00025,Penile cancer,hsa:648,"BMI1, FLVI2/BMI1, PCGF4, RNF51; BMI1 proto-oncogene, polycomb ring finger; K11459 polycomb group RING finger protein 4",,
ds:H00025,Penile cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00025,Penile cancer,hsa:80142,"PTGES2, C9orf15, GBF-1, GBF1, PGES2, mPGES-2; prostaglandin E synthase 2 (EC:5.3.99.3); K05309 microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]",,
ds:H00025,Penile cancer,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00026,Endometrial Cancer,hsa:1048,"CEACAM5, CD66e, CEA; carcinoembryonic antigen-related cell adhesion molecule 5; K06499 carcinoembryonic antigen-related cell adhesion molecule",,
ds:H00026,Endometrial Cancer,hsa:1499,"CTNNB1, CTNNB, MRD19, armadillo; catenin (cadherin-associated protein), beta 1, 88kDa; K02105 catenin beta 1",,
ds:H00026,Endometrial Cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00026,Endometrial Cancer,hsa:2099,"ESR1, ER, ESR, ESRA, ESTRR, Era, NR3A1; estrogen receptor 1; K08550 estrogen receptor alpha",,
ds:H00026,Endometrial Cancer,hsa:2100,"ESR2, ER-BETA, ESR-BETA, ESRB, ESTRB, Erb, NR3A2; estrogen receptor 2 (ER beta); K08551 estrogen receptor beta",,
ds:H00026,Endometrial Cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00026,Endometrial Cancer,hsa:4292,"MLH1, COCA2, FCC2, HNPCC, HNPCC2, hMLH1; mutL homolog 1; K08734 DNA mismatch repair protein MLH1",,
ds:H00026,Endometrial Cancer,hsa:5241,"PGR, NR3C3, PR; progesterone receptor; K08556 progesterone receptor",,
ds:H00026,Endometrial Cancer,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00026,Endometrial Cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00026,Endometrial Cancer,hsa:94025,"MUC16, CA125; mucin 16, cell surface associated; K16145 mucin-16",,
ds:H00027,Ovarian cancer,hsa:1435,"CSF1, CSF-1, MCSF; colony stimulating factor 1 (macrophage) (EC:2.7.10.1); K05453 macrophage colony-stimulating factor 1",,
ds:H00027,Ovarian cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00027,Ovarian cancer,hsa:208,"AKT2, HIHGHH, PKBB, PKBBETA, PRKBB, RAC-BETA; v-akt murine thymoma viral oncogene homolog 2 (EC:2.7.11.1); K04456 RAC serine/threonine-protein kinase [EC:2.7.11.1]",,
ds:H00027,Ovarian cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00027,Ovarian cancer,hsa:4292,"MLH1, COCA2, FCC2, HNPCC, HNPCC2, hMLH1; mutL homolog 1; K08734 DNA mismatch repair protein MLH1",,
ds:H00027,Ovarian cancer,hsa:4436,"MSH2, COCA1, FCC1, HNPCC, HNPCC1, LCFS2; mutS homolog 2; K08735 DNA mismatch repair protein MSH2",,
ds:H00027,Ovarian cancer,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00027,Ovarian cancer,hsa:5290,"PIK3CA, CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, p110-alpha; phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha (EC:2.7.11.1 2.7.1.153); K00922 phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]",,
ds:H00027,Ovarian cancer,hsa:672,"BRCA1, BRCAI, BRCC1, BROVCA1, IRIS, PNCA4, PPP1R53, PSCP, RNF53; breast cancer 1, early onset; K10605 breast cancer type 1 susceptibility protein",,
ds:H00027,Ovarian cancer,hsa:675,"BRCA2, BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2; breast cancer 2, early onset; K08775 breast cancer 2 susceptibility protein",,
ds:H00027,Ovarian cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00027,Ovarian cancer,hsa:94025,"MUC16, CA125; mucin 16, cell surface associated; K16145 mucin-16",,
ds:H00028,Choriocarcinoma,hsa:1082,"CGB, CGB3, CGB5, CGB7, CGB8, hCGB; chorionic gonadotropin, beta polypeptide; K10045 chorionic gonadotropin, beta polypeptide",,
ds:H00028,Choriocarcinoma,hsa:1436,"CSF1R, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, HDLS, M-CSF-R; colony stimulating factor 1 receptor (EC:2.7.10.1); K05090 macrophage colony-stimulating factor 1 receptor [EC:2.7.10.1]",,
ds:H00028,Choriocarcinoma,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00028,Choriocarcinoma,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00028,Choriocarcinoma,hsa:4193,"MDM2, ACTFS, HDMX, hdm2; MDM2 proto-oncogene, E3 ubiquitin protein ligase; K06643 E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]",,
ds:H00028,Choriocarcinoma,hsa:4312,"MMP1, CLG, CLGN; matrix metallopeptidase 1 (interstitial collagenase) (EC:3.4.24.7); K01388 matrix metalloproteinase-1 (interstitial collagenase) [EC:3.4.24.7]",,
ds:H00028,Choriocarcinoma,hsa:4313,"MMP2, CLG4, CLG4A, MMP-II, MONA, TBE-1; matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase) (EC:3.4.24.24); K01398 matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]",,
ds:H00028,Choriocarcinoma,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00028,Choriocarcinoma,hsa:596,"BCL2, Bcl-2, PPP1R50; B-cell CLL/lymphoma 2; K02161 apoptosis regulator BCL-2",,
ds:H00028,Choriocarcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00029,Vulvar cancer,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00029,Vulvar cancer,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00029,Vulvar cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00030,Cervical cancer,hsa:1019,"CDK4, CMM3, PSK-J3; cyclin-dependent kinase 4 (EC:2.7.11.22); K02089 cyclin-dependent kinase 4 [EC:2.7.11.22]",,
ds:H00030,Cervical cancer,hsa:1026,"CDKN1A, CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1; cyclin-dependent kinase inhibitor 1A (p21, Cip1); K06625 cyclin-dependent kinase inhibitor 1A",,
ds:H00030,Cervical cancer,hsa:1956,"EGFR, ERBB, ERBB1, HER1, PIG61, mENA; epidermal growth factor receptor (EC:2.7.10.1); K04361 epidermal growth factor receptor [EC:2.7.10.1]",,
ds:H00030,Cervical cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00030,Cervical cancer,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00030,Cervical cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00030,Cervical cancer,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00030,Cervical cancer,hsa:596,"BCL2, Bcl-2, PPP1R50; B-cell CLL/lymphoma 2; K02161 apoptosis regulator BCL-2",,
ds:H00030,Cervical cancer,hsa:6317,"SERPINB3, HsT1196, SCC, SCCA-1, SCCA-PD, SCCA1, T4-A; serpin peptidase inhibitor, clade B (ovalbumin), member 3; K13963 serpin B",,
ds:H00031,Breast cancer,hsa:1048,"CEACAM5, CD66e, CEA; carcinoembryonic antigen-related cell adhesion molecule 5; K06499 carcinoembryonic antigen-related cell adhesion molecule",,
ds:H00031,Breast cancer,hsa:2064,"ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN_19, NEU, NGL, TKR1; v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (EC:2.7.10.1); K05083 receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]",,
ds:H00031,Breast cancer,hsa:3856,"KRT8, CARD2, CK-8, CK8, CYK8, K2C8, K8, KO; keratin 8; K07605 type II keratin, basic",,
ds:H00031,Breast cancer,hsa:3875,"KRT18, CYK18, K18; keratin 18; K07604 type I keratin, acidic",,
ds:H00031,Breast cancer,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00031,Breast cancer,hsa:4582,"MUC1, ADMCKD, ADMCKD1, CA_15-3, CD227, EMA, H23AG, KL-6, MAM6, MCD, MCKD, MCKD1, MUC-1, MUC-1/SEC, MUC-1/X, MUC1/ZD, PEM, PEMT, PUM; mucin 1, cell surface associated; K06568 mucin 1, transmembrane",,
ds:H00031,Breast cancer,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00031,Breast cancer,hsa:5728,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",,
ds:H00031,Breast cancer,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00031,Breast cancer,hsa:595,"CCND1, BCL1, D11S287E, PRAD1, U21B31; cyclin D1; K04503 cyclin D1",,
ds:H00031,Breast cancer,hsa:672,"BRCA1, BRCAI, BRCC1, BROVCA1, IRIS, PNCA4, PPP1R53, PSCP, RNF53; breast cancer 1, early onset; K10605 breast cancer type 1 susceptibility protein",,
ds:H00031,Breast cancer,hsa:675,"BRCA2, BRCC2, BROVCA2, FACD, FAD, FAD1, FANCD, FANCD1, GLM3, PNCA2; breast cancer 2, early onset; K08775 breast cancer 2 susceptibility protein",,
ds:H00031,Breast cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00031,Breast cancer,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00032,Thyroid cancer,hsa:10342,"TFG, HMSNP, SPG57, TF6, TRKT3; TRK-fused gene; K09292 protein TFG",,
ds:H00032,Thyroid cancer,hsa:1499,"CTNNB1, CTNNB, MRD19, armadillo; catenin (cadherin-associated protein), beta 1, 88kDa; K02105 catenin beta 1",,
ds:H00032,Thyroid cancer,hsa:1803,"DPP4, ADABP, ADCP2, CD26, DPPIV, TP103; dipeptidyl-peptidase 4 (EC:3.4.14.5); K01278 dipeptidyl-peptidase 4 [EC:3.4.14.5]",,
ds:H00032,Thyroid cancer,hsa:3265,"HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras; Harvey rat sarcoma viral oncogene homolog; K02833 GTPase HRas",,
ds:H00032,Thyroid cancer,hsa:3845,"KRAS, C-K-RAS, CFC2, K-RAS2A, K-RAS2B, K-RAS4A, K-RAS4B, KI-RAS, KRAS1, KRAS2, NS, NS3, RASK2; Kirsten rat sarcoma viral oncogene homolog; K07827 GTPase KRas",,
ds:H00032,Thyroid cancer,hsa:3880,"KRT19, CK19, K19, K1CS; keratin 19; K07604 type I keratin, acidic",,
ds:H00032,Thyroid cancer,hsa:3958,"LGALS3, CBP35, GAL3, GALBP, GALIG, L31, LGALS2, MAC2; lectin, galactoside-binding, soluble, 3; K06831 galectin-3",,
ds:H00032,Thyroid cancer,hsa:4893,"NRAS, ALPS4, CMNS, N-ras, NCMS, NRAS1, NS6; neuroblastoma RAS viral (v-ras) oncogene homolog; K07828 GTPase NRas",,
ds:H00032,Thyroid cancer,hsa:4914,"NTRK1, MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA; neurotrophic tyrosine kinase, receptor, type 1 (EC:2.7.10.1); K03176 neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]",,
ds:H00032,Thyroid cancer,hsa:5468,"PPARG, CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARgamma; peroxisome proliferator-activated receptor gamma; K08530 peroxisome proliferator-activated receptor gamma",,
ds:H00032,Thyroid cancer,hsa:5979,"RET, CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC, RET-ELE1, RET51; ret proto-oncogene (EC:2.7.10.1); K05126 proto-oncogene tyrosine-protein kinase Ret [EC:2.7.10.1]",,
ds:H00032,Thyroid cancer,hsa:673,"BRAF, B-RAF1, BRAF1, NS7, RAFB1; B-Raf proto-oncogene, serine/threonine kinase (EC:2.7.11.1); K04365 B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]",,
ds:H00032,Thyroid cancer,hsa:7038,"TG, AITD3, TGN; thyroglobulin; K10809 thyroglobulin",,
ds:H00032,Thyroid cancer,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00032,Thyroid cancer,hsa:7170,"TPM3, CAPM1, CFTD, HEL-189, HEL-S-82p, NEM1, OK/SW-cl.5, TM-5, TM3, TM30, TM30nm, TM5, TPMsk3, TRK, hscp30; tropomyosin 3; K09290 tropomyosin 3",,
ds:H00032,Thyroid cancer,hsa:7173,"TPO, MSA, TDH2A, TPX; thyroid peroxidase (EC:1.11.1.8); K00431 thyroid peroxidase [EC:1.11.1.8]",,
ds:H00032,Thyroid cancer,hsa:7175,"TPR; translocated promoter region, nuclear basket protein; K09291 nucleoprotein TPR",,
ds:H00032,Thyroid cancer,hsa:7849,PAX8; paired box 8; K09293 paired box protein 8,,
ds:H00032,Thyroid cancer,hsa:8030,"CCDC6, D10S170, H4, PTC, TPC, TST1; coiled-coil domain containing 6; K09288 coiled-coil domain-containing protein 6",,
ds:H00032,Thyroid cancer,hsa:8031,"NCOA4, ARA70, ELE1, PTC3, RFG; nuclear receptor coactivator 4; K09289 nuclear receptor coactivator 4",,
ds:H00032,Thyroid cancer,hsa:999,"CDH1, Arc-1, CD324, CDHE, ECAD, LCAM, UVO; cadherin 1, type 1, E-cadherin (epithelial); K05689 cadherin 1, type 1, E-cadherin",,
ds:H00033,Adrenal carcinoma,hsa:1026,"CDKN1A, CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1; cyclin-dependent kinase inhibitor 1A (p21, Cip1); K06625 cyclin-dependent kinase inhibitor 1A",,
ds:H00033,Adrenal carcinoma,hsa:1027,"CDKN1B, CDKN4, KIP1, MEN1B, MEN4, P27KIP1; cyclin-dependent kinase inhibitor 1B (p27, Kip1); K06624 cyclin-dependent kinase inhibitor 1B",,
ds:H00033,Adrenal carcinoma,hsa:1028,"CDKN1C, BWCR, BWS, KIP2, WBS, p57, p57Kip2; cyclin-dependent kinase inhibitor 1C (p57, Kip2); K09993 cyclin-dependent kinase inhibitor 1C",,
ds:H00033,Adrenal carcinoma,hsa:2771,"GNAI2, GIP, GNAI2B, H_LUCA15.1, H_LUCA16.1; guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2; K04630 guanine nucleotide-binding protein G(i) subunit alpha",,
ds:H00033,Adrenal carcinoma,hsa:3481,"IGF2, C11orf43, IGF-II, PP9974; insulin-like growth factor 2 (somatomedin A); K13769 insulin-like growth factor 2",,
ds:H00033,Adrenal carcinoma,hsa:4158,"MC2R, ACTHR; melanocortin 2 receptor (adrenocorticotropic hormone); K04200 melanocortin 2 receptor",,
ds:H00033,Adrenal carcinoma,hsa:4221,"MEN1, MEAI, SCG2; multiple endocrine neoplasia I; K14970 menin",,
ds:H00033,Adrenal carcinoma,hsa:4288,"MKI67, KIA, MIB-, MIB-1, PPP1R105; marker of proliferation Ki-67; K17582 antigen KI-67",,
ds:H00033,Adrenal carcinoma,hsa:4893,"NRAS, ALPS4, CMNS, N-ras, NCMS, NRAS1, NS6; neuroblastoma RAS viral (v-ras) oncogene homolog; K07828 GTPase NRas",,
ds:H00033,Adrenal carcinoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00034,Carcinoid,hsa:1113,"CHGA, CGA; chromogranin A (parathyroid secretory protein 1)",,
ds:H00034,Carcinoid,hsa:4221,"MEN1, MEAI, SCG2; multiple endocrine neoplasia I; K14970 menin",,
ds:H00034,Carcinoid,hsa:6392,"SDHD, CBT1, CII-4, CWS3, PGL, PGL1, QPs3, SDH4, cybS; succinate dehydrogenase complex, subunit D, integral membrane protein; K00237 succinate dehydrogenase (ubiquinone) membrane anchor subunit",,
ds:H00035,Ewing's sarcoma,hsa:197257,"LDHD, DLD; lactate dehydrogenase D (EC:1.1.2.4); K00102 D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]",,
ds:H00035,Ewing's sarcoma,hsa:2078,"ERG, erg-3, p55; v-ets avian erythroblastosis virus E26 oncogene homolog; K09435 transcriptional regulator ERG",,
ds:H00035,Ewing's sarcoma,hsa:2115,"ETV1, ER81; ets variant 1; K09431 ets translocation variant 1",,
ds:H00035,Ewing's sarcoma,hsa:2118,"ETV4, E1A-F, E1AF, PEA3, PEAS3; ets variant 4; K15592 ets translocation variant 4",,
ds:H00035,Ewing's sarcoma,hsa:2130,"EWSR1, EWS, bK984G1.4; EWS RNA-binding protein 1; K13209 RNA-binding protein EWS",,
ds:H00035,Ewing's sarcoma,hsa:2313,"FLI1, EWSR2, SIC-1; Fli-1 proto-oncogene, ETS transcription factor; K09436 friend leukemia integration 1 transcription factor",,
ds:H00035,Ewing's sarcoma,hsa:27087,"B3GAT1, CD57, GLCATP, GLCUATP, HNK1, LEU7, NK-1, NK1; beta-1,3-glucuronyltransferase 1 (EC:2.4.1.135); K00735 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [EC:2.4.1.135]",,
ds:H00035,Ewing's sarcoma,hsa:3939,"LDHA, GSD11, HEL-S-133P, LDH1, LDHM; lactate dehydrogenase A (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00035,Ewing's sarcoma,hsa:3945,"LDHB, HEL-S-281, LDH-B, LDH-H, LDHBD, TRG-5; lactate dehydrogenase B (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00035,Ewing's sarcoma,hsa:3948,"LDHC, CT32, LDH3, LDHX; lactate dehydrogenase C (EC:1.1.1.27); K00016 L-lactate dehydrogenase [EC:1.1.1.27]",,
ds:H00035,Ewing's sarcoma,hsa:4267,"CD99, HBA71, MIC2, MIC2X, MIC2Y, MSK5X; CD99 molecule; K06520 CD99 antigen",,
ds:H00035,Ewing's sarcoma,hsa:54738,"FEV, HSRNAFEV, PET-1; FEV (ETS oncogene family); K09437 ETS oncogene family protein FEV",,
ds:H00035,Ewing's sarcoma,hsa:6271,"S100A1, S100, S100-alpha, S100A; S100 calcium binding protein A1",,
ds:H00035,Ewing's sarcoma,hsa:7431,"VIM, CTRCT30, HEL113; vimentin; K07606 vimentin",,
ds:H00036,Osteosarcoma,hsa:1029,"CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A",,
ds:H00036,Osteosarcoma,hsa:1030,"CDKN2B, CDK4I, INK4B, MTS2, P15, TP15, p15INK4b; cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4); K04685 cyclin-dependent kinase inhibitor 2B",,
ds:H00036,Osteosarcoma,hsa:1576,"CYP3A4, CP33, CP34, CYP3A, CYP3A3, CYPIIIA3, CYPIIIA4, HLP, NF-25, P450C3, P450PCN1; cytochrome P450, family 3, subfamily A, polypeptide 4 (EC:1.14.13.67 1.14.13.97 1.14.13.32 1.14.13.157); K17689 cytochrome P450, family 3, subfamily A, polypeptide 4 [EC:1.14.13.32 1.14.13.67 1.14.13.97 1.14.13.157 1.14.13.-]",,
ds:H00036,Osteosarcoma,hsa:1577,"CYP3A5, CP35, CYPIIIA5, P450PCN3, PCN3; cytochrome P450, family 3, subfamily A, polypeptide 5 (EC:1.14.14.1); K17690 cytochrome P450, family 3, subfamily A, polypeptide 5 [EC:1.14.14.1]",,
ds:H00036,Osteosarcoma,hsa:332,"BIRC5, API4, EPR-1; baculoviral IAP repeat containing 5; K08731 baculoviral IAP repeat-containing protein 5",,
ds:H00036,Osteosarcoma,hsa:4193,"MDM2, ACTFS, HDMX, hdm2; MDM2 proto-oncogene, E3 ubiquitin protein ligase; K06643 E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]",,
ds:H00036,Osteosarcoma,hsa:4609,"MYC, MRTL, MYCC, bHLHe39, c-Myc; v-myc avian myelocytomatosis viral oncogene homolog; K04377 Myc proto-oncogene protein",,
ds:H00036,Osteosarcoma,hsa:59,"ACTA2, AAT6, ACTSA, MYMY5; actin, alpha 2, smooth muscle, aorta; K12313 actin, aortic smooth muscle",,
ds:H00036,Osteosarcoma,hsa:5925,"RB1, OSRC, PPP1R130, RB, p105-Rb, pRb, pp110; retinoblastoma 1; K06618 retinoblastoma-associated protein",,
ds:H00036,Osteosarcoma,hsa:6302,"TSPAN31, SAS; tetraspanin 31; K17356 tetraspanin-13/31",,
ds:H00036,Osteosarcoma,hsa:7157,"TP53, BCC7, LFS1, P53, TRP53; tumor protein p53; K04451 tumor protein p53",,
ds:H00036,Osteosarcoma,hsa:7430,"EZR, CVIL, CVL, HEL-S-105, VIL2; ezrin; K08007 villin 2 (ezrin)",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:2308,"FOXO1, FKH1, FKHR, FOXO1A; forkhead box O1; K07201 forkhead box protein O1",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:4193,"MDM2, ACTFS, HDMX, hdm2; MDM2 proto-oncogene, E3 ubiquitin protein ligase; K06643 E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:4654,"MYOD1, MYF3, MYOD, PUM, bHLHc1; myogenic differentiation 1; K09064 myogenic factor 3",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:4656,"MYOG, MYF4, bHLHc3, myf-4; myogenin (myogenic factor 4); K18483 myogenic factor 4 (myogenin)",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:5077,"PAX3, CDHS, HUP2, WS1, WS3; paired box 3; K09381 paired box protein 3/7",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:5081,"PAX7, HUP1, PAX7B, RMS2; paired box 7; K09381 paired box protein 3/7",,
ds:H00037,Alveolar rhabdomyosarcoma,hsa:545,"ATR, FCTCS, FRP1, MEC1, SCKL, SCKL1; ATR serine/threonine kinase (EC:2.7.11.1); K06640 serine/threonine-protein kinase ATR [EC:2.7.11.1]",,
ds:H00038,Malignant melanoma,hsa:1019,"CDK4, CMM3, PSK-J3; cyclin-dependent kinase 4 (EC:2.7.11.22); K02089 cyclin-dependent kinase 4 [EC:2.7.11.22]",,
