gene,name,bp
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5155>,"PDGFB, IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis; platelet-derived growth factor beta polypeptide; K17386 platelet-derived growth factor subunit B",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5156>,"PDGFRA, CD140A, PDGFR-2, PDGFR2, RHEPDGFRA; platelet-derived growth factor receptor, alpha polypeptide (EC:2.7.10.1); K04363 platelet-derived growth factor receptor alpha [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5159>,"PDGFRB, CD140B, IBGC4, IMF1, JTK12, PDGFR, PDGFR-1, PDGFR1; platelet-derived growth factor receptor, beta polypeptide (EC:2.7.10.1); K05089 platelet-derived growth factor receptor beta [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5159>,"PDGFRB, CD140B, IBGC4, IMF1, JTK12, PDGFR, PDGFR-1, PDGFR1; platelet-derived growth factor receptor, beta polypeptide (EC:2.7.10.1); K05089 platelet-derived growth factor receptor beta [EC:2.7.10.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5228>,"PGF, D12S1900, PGFL, PLGF, PlGF-2, SHGC-10760; placental growth factor; K16859 placenta growth factor",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5228>,"PGF, D12S1900, PGFL, PLGF, PlGF-2, SHGC-10760; placental growth factor; K16859 placenta growth factor",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5228>,"PGF, D12S1900, PGFL, PLGF, PlGF-2, SHGC-10760; placental growth factor; K16859 placenta growth factor",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5290>,"PIK3CA, CLOVE, CWS5, MCAP, MCM, MCMTC, PI3K, p110-alpha; phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha (EC:2.7.11.1 2.7.1.153); K00922 phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5294>,"PIK3CG, PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K; phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma (EC:2.7.11.1 2.7.1.153); K00922 phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5295>,"PIK3R1, AGM7, GRB1, p85, p85-ALPHA; phosphoinositide-3-kinase, regulatory subunit 1 (alpha); K02649 phosphoinositide-3-kinase, regulatory subunit",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5320>,"PLA2G2A, MOM1, PLA2, PLA2B, PLA2L, PLA2S, PLAS1, sPLA2; phospholipase A2, group IIA (platelets, synovial fluid) (EC:3.1.1.4); K01047 secretory phospholipase A2 [EC:3.1.1.4]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5320>,"PLA2G2A, MOM1, PLA2, PLA2B, PLA2L, PLA2S, PLAS1, sPLA2; phospholipase A2, group IIA (platelets, synovial fluid) (EC:3.1.1.4); K01047 secretory phospholipase A2 [EC:3.1.1.4]",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5321>,"PLA2G4A, PLA2G4, cPLA2-alpha; phospholipase A2, group IVA (cytosolic, calcium-dependent) (EC:3.1.1.5 3.1.1.4); K16342 cytosolic phospholipase A2 [EC:3.1.1.4]",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5335>,"PLCG1, NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1; phospholipase C, gamma 1 (EC:3.1.4.11); K01116 phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5347>,"PLK1, PLK, STPK13; polo-like kinase 1 (EC:2.7.11.21); K06631 polo-like kinase 1 [EC:2.7.11.21]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5347>,"PLK1, PLK, STPK13; polo-like kinase 1 (EC:2.7.11.21); K06631 polo-like kinase 1 [EC:2.7.11.21]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5371>,"PML, MYL, PP8675, RNF71, TRIM19; promyelocytic leukemia; K10054 probable transcription factor PML",<http://www.geneontology.org/go#GO_0016525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5371>,"PML, MYL, PP8675, RNF71, TRIM19; promyelocytic leukemia; K10054 probable transcription factor PML",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5371>,"PML, MYL, PP8675, RNF71, TRIM19; promyelocytic leukemia; K10054 probable transcription factor PML",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_54205>,"CYCS, CYC, HCS, THC4; cytochrome c, somatic; K08738 cytochrome c",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_54331>,"GNG2; guanine nucleotide binding protein (G protein), gamma 2; K07826 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_54541>,"DDIT4, Dig2, REDD-1, REDD1; DNA-damage-inducible transcript 4; K08270 DNA-damage-inducible transcript 4",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_54541>,"DDIT4, Dig2, REDD-1, REDD1; DNA-damage-inducible transcript 4; K08270 DNA-damage-inducible transcript 4",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_54583>,"EGLN1, C1orf12, ECYT3, HIF-PH2, HIFPH2, HPH-2, HPH2, PHD2, SM20, ZMYND6; egl-9 family hypoxia-inducible factor 1 (EC:1.14.11.29); K09592 hypoxia-inducible factor prolyl hydroxylase [EC:1.14.11.29]",<http://www.geneontology.org/go#GO_0045765>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5467>,"PPARD, FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB; peroxisome proliferator-activated receptor delta; K04504 peroxisome proliferator-activated receptor delta",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5467>,"PPARD, FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB; peroxisome proliferator-activated receptor delta; K04504 peroxisome proliferator-activated receptor delta",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5467>,"PPARD, FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB; peroxisome proliferator-activated receptor delta; K04504 peroxisome proliferator-activated receptor delta",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5467>,"PPARD, FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB; peroxisome proliferator-activated receptor delta; K04504 peroxisome proliferator-activated receptor delta",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5467>,"PPARD, FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB; peroxisome proliferator-activated receptor delta; K04504 peroxisome proliferator-activated receptor delta",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5468>,"PPARG, CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARgamma; peroxisome proliferator-activated receptor gamma; K08530 peroxisome proliferator-activated receptor gamma",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5468>,"PPARG, CIMT1, GLM1, NR1C3, PPARG1, PPARG2, PPARgamma; peroxisome proliferator-activated receptor gamma; K08530 peroxisome proliferator-activated receptor gamma",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5515>,"PPP2CA, PP2Ac, PP2CA, PP2Calpha, RP-C; protein phosphatase 2, catalytic subunit, alpha isozyme (EC:3.1.3.16); K04382 serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5518>,"PPP2R1A, PP2A-Aalpha, PP2AAALPHA, PR65A; protein phosphatase 2, regulatory subunit A, alpha (EC:3.1.3.16); K03456 serine/threonine-protein phosphatase 2A regulatory subunit A",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5521>,"PPP2R2B, B55BETA, PP2AB55BETA, PP2ABBETA, PP2APR55B, PP2APR55BETA, PR2AB55BETA, PR2ABBETA, PR2APR55BETA, PR52B, PR55-BETA, PR55BETA, SCA12; protein phosphatase 2, regulatory subunit B, beta (EC:3.1.3.16); K04354 serine/threonine-protein phosphatase 2A regulatory subunit B",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5527>,"PPP2R5C, B56G, PR61G; protein phosphatase 2, regulatory subunit B', gamma; K11584 serine/threonine-protein phosphatase 2A regulatory subunit B'",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5533>,"PPP3CC, CALNA3, CNA3, PP2Bgamma; protein phosphatase 3, catalytic subunit, gamma isozyme (EC:3.1.3.16); K04348 serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5534>,"PPP3R1, CALNB1, CNB, CNB1; protein phosphatase 3, regulatory subunit B, alpha (EC:3.1.3.16); K06268 serine/threonine-protein phosphatase 2B regulatory subunit",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5562>,"PRKAA1, AMPK, AMPKa1; protein kinase, AMP-activated, alpha 1 catalytic subunit (EC:2.7.11.1 2.7.11.26 2.7.11.27 2.7.11.31); K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5562>,"PRKAA1, AMPK, AMPKa1; protein kinase, AMP-activated, alpha 1 catalytic subunit (EC:2.7.11.1 2.7.11.26 2.7.11.27 2.7.11.31); K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5563>,"PRKAA2, AMPK, AMPK2, AMPKa2, PRKAA; protein kinase, AMP-activated, alpha 2 catalytic subunit (EC:2.7.11.1 2.7.11.27 2.7.11.31); K07198 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5578>,"PRKCA, AAG6, PKC-alpha, PKCA, PRKACA; protein kinase C, alpha (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5578>,"PRKCA, AAG6, PKC-alpha, PKCA, PRKACA; protein kinase C, alpha (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5578>,"PRKCA, AAG6, PKC-alpha, PKCA, PRKACA; protein kinase C, alpha (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5578>,"PRKCA, AAG6, PKC-alpha, PKCA, PRKACA; protein kinase C, alpha (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5579>,"PRKCB, PKC-beta, PKCB, PRKCB1, PRKCB2; protein kinase C, beta (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0045766>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5579>,"PRKCB, PKC-beta, PKCB, PRKCB1, PRKCB2; protein kinase C, beta (EC:2.7.11.13); K02677 classical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5586>,"PKN2, PAK2, PRK2, PRKCL2, PRO2042, Pak-2, STK7; protein kinase N2 (EC:2.7.11.13); K06071 protein kinase N [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5590>,"PRKCZ, PKC-ZETA, PKC2; protein kinase C, zeta (EC:2.7.11.13); K06069 atypical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5590>,"PRKCZ, PKC-ZETA, PKC2; protein kinase C, zeta (EC:2.7.11.13); K06069 atypical protein kinase C [EC:2.7.11.13]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5591>,"PRKDC, DNA-PKcs, DNAPK, DNPK1, HYRC, HYRC1, XRCC7, p350; protein kinase, DNA-activated, catalytic polypeptide (EC:2.7.11.1); K06642 DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5591>,"PRKDC, DNA-PKcs, DNAPK, DNPK1, HYRC, HYRC1, XRCC7, p350; protein kinase, DNA-activated, catalytic polypeptide (EC:2.7.11.1); K06642 DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5594>,"MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK; mitogen-activated protein kinase 1 (EC:2.7.11.24); K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5594>,"MAPK1, ERK, ERK-2, ERK2, ERT1, MAPK2, P42MAPK, PRKM1, PRKM2, p38, p40, p41, p41mapk, p42-MAPK; mitogen-activated protein kinase 1 (EC:2.7.11.24); K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5595>,"MAPK3, ERK-1, ERK1, ERT2, HS44KDAP, HUMKER1A, P44ERK1, P44MAPK, PRKM3, p44-ERK1, p44-MAPK; mitogen-activated protein kinase 3 (EC:2.7.11.24); K04371 mitogen-activated protein kinase 1/3 [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5599>,"MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c; mitogen-activated protein kinase 8 (EC:2.7.11.24); K04440 c-Jun N-terminal kinase [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5599>,"MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c; mitogen-activated protein kinase 8 (EC:2.7.11.24); K04440 c-Jun N-terminal kinase [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5599>,"MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c; mitogen-activated protein kinase 8 (EC:2.7.11.24); K04440 c-Jun N-terminal kinase [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5601>,"MAPK9, JNK-55, JNK2, JNK2A, JNK2ALPHA, JNK2B, JNK2BETA, PRKM9, SAPK, SAPK1a, p54a, p54aSAPK; mitogen-activated protein kinase 9 (EC:2.7.11.24); K04440 c-Jun N-terminal kinase [EC:2.7.11.24]",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_56034>,"PDGFC, FALLOTEIN, SCDGF; platelet derived growth factor C; K05450 platelet derived growth factor C/D",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5604>,"MAP2K1, CFC3, MAPKK1, MEK1, MKK1, PRKMK1; mitogen-activated protein kinase kinase 1 (EC:2.7.12.2); K04368 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5604>,"MAP2K1, CFC3, MAPKK1, MEK1, MKK1, PRKMK1; mitogen-activated protein kinase kinase 1 (EC:2.7.12.2); K04368 mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5609>,"MAP2K7, JNKK2, MAPKK7, MEK, MEK_7, MKK7, PRKMK7, SAPKK-4, SAPKK4; mitogen-activated protein kinase kinase 7 (EC:2.7.12.2); K04431 mitogen-activated protein kinase kinase 7 [EC:2.7.12.2]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5613>,"PRKX, PKX1; protein kinase, X-linked (EC:2.7.11.1); K04345 protein kinase A [EC:2.7.11.11]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5617>,PRL; prolactin; K05439 prolactin,<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5618>,"PRLR, HPRL, MFAB, hPRLrI; prolactin receptor; K05081 prolactin receptor",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_56924>,"PAK6, PAK5; p21 protein (Cdc42/Rac)-activated kinase 6 (EC:2.7.11.1); K05735 p21-activated kinase 6 [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_57144>,"PAK7, PAK5; p21 protein (Cdc42/Rac)-activated kinase 7 (EC:2.7.11.1); K05736 p21-activated kinase 7 [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_57144>,"PAK7, PAK5; p21 protein (Cdc42/Rac)-activated kinase 7 (EC:2.7.11.1); K05736 p21-activated kinase 7 [EC:2.7.11.1]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_572>,"BAD, BBC2, BCL2L8; BCL2-associated agonist of cell death; K02158 BCL2-antagonist of cell death",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_572>,"BAD, BBC2, BCL2L8; BCL2-associated agonist of cell death; K02158 BCL2-antagonist of cell death",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_572>,"BAD, BBC2, BCL2L8; BCL2-associated agonist of cell death; K02158 BCL2-antagonist of cell death",<http://www.geneontology.org/go#GO_0042981>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_572>,"BAD, BBC2, BCL2L8; BCL2-associated agonist of cell death; K02158 BCL2-antagonist of cell death",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5727>,"PTCH1, BCNS, HPE7, NBCCS, PTC, PTC1, PTCH, PTCH11; patched 1; K06225 patched 1",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5727>,"PTCH1, BCNS, HPE7, NBCCS, PTC, PTC1, PTCH, PTCH11; patched 1; K06225 patched 1",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0006915>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5728>,"PTEN, 10q23del, BZS, CWS1, DEC, GLM2, MHAM, MMAC1, PTEN1, TEP1; phosphatase and tensin homolog (EC:3.1.3.67 3.1.3.16 3.1.3.48); K01110 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]",<http://www.geneontology.org/go#GO_0008283>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5743>,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",<http://www.geneontology.org/go#GO_0008285>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5743>,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",<http://www.geneontology.org/go#GO_0043065>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5743>,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",<http://www.geneontology.org/go#GO_0008284>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5743>,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",<http://www.geneontology.org/go#GO_0001525>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5743>,"PTGS2, COX-2, COX2, GRIPGHS, PGG/HS, PGHS-2, PHS-2, hCox-2; prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase) (EC:1.14.99.1); K11987 prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]",<http://www.geneontology.org/go#GO_0042127>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5747>,"PTK2, FADK, FAK, FAK1, FRNK, PPP1R71, p125FAK, pp125FAK; protein tyrosine kinase 2 (EC:2.7.10.2); K05725 focal adhesion kinase 1 [EC:2.7.10.2]",<http://www.geneontology.org/go#GO_0043066>
<http://www.inferico.com/kegg-cmpo.owl#Abst_Gene_hsa_5747>,"PTK2, FADK, FAK, FAK1, FRNK, PPP1R71, p125FAK, pp125FAK; protein tyrosine kinase 2 (EC:2.7.10.2); K05725 focal adhesion kinase 1 [EC:2.7.10.2]",<http://www.geneontology.org/go#GO_0008284>
